rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,73416,11015,Python,https://github.com/langchain-ai/langchain,langchain-ai,1698,2024-01-10T03:06:09Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt4all,59501,6639,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,301,2024-01-09T21:04:45Z,gpt4all: open-source LLM chatbots that you can run anywhere
3,LLM,gpt_academic,50422,6534,Python,https://github.com/binary-husky/gpt_academic,binary-husky,152,2024-01-07T11:13:13Z,"为ChatGPT/GLM提供实用化交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm2等本地模型。兼容文心一言, moss, llama2, rwkv, claude2, 通义千问, 书生, 讯飞星火等。"
4,LLM,MetaGPT,33200,3918,Python,https://github.com/geekan/MetaGPT,geekan,158,2024-01-09T14:04:53Z,"🌟 The Multi-Agent Framework: Given one line Requirement, return PRD, Design, Tasks, Repo"
5,LLM,ollama,30361,1999,Go,https://github.com/jmorganca/ollama,jmorganca,363,2024-01-10T02:08:38Z,Get up and running with Llama 2 and other large language models locally
6,LLM,quivr,26895,3079,TypeScript,https://github.com/StanGirard/quivr,StanGirard,61,2024-01-10T01:11:18Z,"Your GenAI Second Brain 🧠  A personal productivity assistant (RAG) ⚡️🤖 Chat with your docs (PDF, CSV, ...)  & apps using Langchain, GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, Ollama, LLMs, that you can share with users !  Local & Private alternative to OpenAI GPTs & ChatGPT powered by retrieval-augmented generation. YCombinator - YC W24"
7,LLM,llama_index,26483,3357,Python,https://github.com/run-llama/llama_index,run-llama,312,2024-01-10T00:33:02Z,LlamaIndex (formerly GPT Index) is a data framework for your LLM applications
8,LLM,milvus,24966,2663,Go,https://github.com/milvus-io/milvus,milvus-io,447,2024-01-10T03:01:21Z,"A cloud-native vector database, storage for next generation AI applications"
9,LLM,Mr.-Ranedeer-AI-Tutor,22874,2590,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,10,2023-11-18T21:18:14Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
10,LLM,JARVIS,22410,1936,Python,https://github.com/microsoft/JARVIS,microsoft,70,2024-01-05T08:46:42Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
11,LLM,Langchain-Chatchat,20805,3574,Python,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,45,2024-01-09T14:10:09Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM 等语言模型的本地知识库问答 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM) QA app with langchain "
12,LLM,chatgpt-on-wechat,19836,5643,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,253,2024-01-10T01:07:31Z,基于大模型搭建的微信聊天机器人，同时支持微信、企业微信、公众号、飞书接入，可选择GPT3.5/GPT4.0/Claude/文心一言/讯飞星火/通义千问/Gemini/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
13,LLM,mindsdb,19535,2594,Python,https://github.com/mindsdb/mindsdb,mindsdb,484,2024-01-10T03:19:47Z,Build AI 🤖 using SQL
14,LLM,Flowise,19325,9647,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,267,2024-01-09T08:40:12Z,Drag & drop UI to build your customized LLM flow
15,LLM,ChatDev,18864,2326,Shell,https://github.com/OpenBMB/ChatDev,OpenBMB,17,2024-01-09T22:38:18Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
16,LLM,unilm,16845,2249,Python,https://github.com/microsoft/unilm,microsoft,465,2023-12-30T02:30:06Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
17,LLM,chatbox,16327,1729,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,224,2024-01-02T15:53:02Z,"Chatbox is a desktop client for ChatGPT, Claude and other LLMs, available on Windows, Mac, Linux"
18,LLM,lobe-chat,16003,3028,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,118,2024-01-10T00:23:34Z,"🤖 Lobe Chat - an open-source, high-performance chatbot framework that supports speech synthesis, multimodal, and extensible Function Call plugin system. Supports one-click free deployment of your private ChatGPT/LLM web application."
