rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,102732,8196,Go,https://github.com/ollama/ollama,ollama,1119,2024-12-15T02:56:28Z,"Get up and running with Llama 3.3, Mistral, Gemma 2, and other large language models."
2,LLM,gpt4all,71143,7741,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,638,2024-12-14T00:23:13Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
3,LLM,llama.cpp,69225,9956,C++,https://github.com/ggerganov/llama.cpp,ggerganov,254,2024-12-14T23:11:12Z,LLM inference in C/C++
4,LLM,gpt_academic,66319,8135,Python,https://github.com/binary-husky/gpt_academic,binary-husky,384,2024-12-09T15:57:18Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
5,LLM,dify,54693,8044,TypeScript,https://github.com/langgenius/dify,langgenius,285,2024-12-14T11:55:11Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
6,LLM,open-webui,51288,6288,Svelte,https://github.com/open-webui/open-webui,open-webui,144,2024-12-14T06:51:44Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
7,LLM,MetaGPT,45904,5456,Python,https://github.com/geekan/MetaGPT,geekan,85,2024-12-09T03:34:24Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
8,LLM,llm-course,39988,4240,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,42,2024-07-28T22:17:43Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
9,LLM,OpenHands,38531,4350,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,199,2024-12-14T21:19:33Z,"🙌 OpenHands: Code Less, Make More"
10,LLM,llama_index,37342,5359,Python,https://github.com/run-llama/llama_index,run-llama,571,2024-12-15T01:13:08Z,LlamaIndex is a data framework for your LLM applications
11,LLM,quivr,36893,3600,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,93,2024-12-13T13:17:36Z,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
12,LLM,LLaMA-Factory,36087,4446,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,260,2024-12-14T17:37:05Z,Unified Efficient Fine-Tuning of 100+ LLMs (ACL 2024)
13,LLM,LLMs-from-scratch,35275,4358,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,1,2024-11-18T10:52:42Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
14,LLM,ChatTTS,32956,3582,Python,https://github.com/2noise/ChatTTS,2noise,67,2024-12-03T16:18:54Z,A generative speech model for daily dialogue.
15,LLM,Langchain-Chatchat,32451,5629,TypeScript,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,152,2024-11-29T05:06:44Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain "
16,LLM,Flowise,32402,16878,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,384,2024-12-14T13:20:44Z,Drag & drop UI to build your customized LLM flow
17,LLM,chatgpt-on-wechat,31898,8288,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,271,2024-12-13T08:16:50Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT-o1/ Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
18,LLM,vllm,31894,4847,Python,https://github.com/vllm-project/vllm,vllm-project,1254,2024-12-15T03:03:07Z,A high-throughput and memory-efficient inference and serving engine for LLMs
19,LLM,milvus,31294,2967,Go,https://github.com/milvus-io/milvus,milvus-io,670,2024-12-14T15:24:51Z,"A cloud-native vector database, storage for next generation AI applications"
20,LLM,LLM101n,30497,1671,,https://github.com/karpathy/LLM101n,karpathy,0,2024-08-01T01:20:33Z,LLM101n: Let's build a Storyteller
21,LLM,Mr.-Ranedeer-AI-Tutor,29050,3336,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,13,2024-03-25T13:06:55Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
22,LLM,anything-llm,28609,2894,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,214,2024-12-14T02:31:26Z,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, and more."
23,LLM,LocalAI,27006,2016,Go,https://github.com/mudler/LocalAI,mudler,378,2024-12-14T20:25:51Z,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference"
24,LLM,mindsdb,26916,4885,Python,https://github.com/mindsdb/mindsdb,mindsdb,81,2024-12-13T20:54:08Z,Platform for building AI that can learn and answer questions over federated data.
25,LLM,ChatDev,25903,3247,Shell,https://github.com/OpenBMB/ChatDev,OpenBMB,21,2024-12-12T10:11:56Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
26,LLM,ragflow,25351,2443,Python,https://github.com/infiniflow/ragflow,infiniflow,603,2024-12-13T13:11:58Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
27,LLM,llm.c,24716,2803,Cuda,https://github.com/karpathy/llm.c,karpathy,77,2024-10-02T01:25:39Z,"LLM training in simple, raw C/CUDA"
28,LLM,jan,24204,1404,TypeScript,https://github.com/janhq/jan,janhq,138,2024-12-13T09:17:55Z,"Jan is an open source alternative to ChatGPT that runs 100% offline on your computer. Multiple engine support (llama.cpp, TensorRT-LLM)"
29,LLM,JARVIS,23792,1979,Python,https://github.com/microsoft/JARVIS,microsoft,78,2024-09-26T06:43:22Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
30,LLM,chatbox,23742,2353,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,353,2024-12-12T13:12:25Z,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
31,LLM,mem0,23340,2154,Python,https://github.com/mem0ai/mem0,mem0ai,188,2024-12-13T01:12:25Z,The Memory layer for your AI apps
32,LLM,semantic-kernel,22288,3339,C#,https://github.com/microsoft/semantic-kernel,microsoft,300,2024-12-14T08:04:45Z,Integrate cutting-edge LLM technology quickly and easily into your apps
33,LLM,gin-vue-admin,21874,6451,Go,https://github.com/flipped-aurora/gin-vue-admin,flipped-aurora,28,2024-12-13T09:51:00Z,🚀Vite+Vue3+Gin拥有AI辅助的基础开发平台，支持TS和JS混用。它集成了JWT鉴权、权限管理、动态路由、显隐可控组件、分页封装、多点登录拦截、资源权限、上传下载、代码生成器、表单生成器和可配置的导入导出等开发必备功能。
34,LLM,llamafile,20874,1068,C++,https://github.com/Mozilla-Ocho/llamafile,Mozilla-Ocho,137,2024-12-14T13:12:19Z,Distribute and run LLMs with a single file.
35,LLM,graphrag,20541,2016,Python,https://github.com/microsoft/graphrag,microsoft,152,2024-12-13T18:15:53Z,A modular graph-based Retrieval-Augmented Generation (RAG) system
36,LLM,unilm,20388,2567,Python,https://github.com/microsoft/unilm,microsoft,599,2024-12-12T00:58:02Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
37,LLM,architecture.of.internet-product,20137,4671,HTML,https://github.com/davideuler/architecture.of.internet-product,davideuler,3,2024-02-17T12:02:24Z,互联网公司技术架构，微信/淘宝/微博/腾讯/阿里/美团点评/百度/OpenAI/Google/Facebook/Amazon/eBay的架构，欢迎PR补充
38,LLM,continue,20127,1798,TypeScript,https://github.com/continuedev/continue,continuedev,807,2024-12-14T18:25:01Z,⏩ Continue is the leading open-source AI code assistant. You can connect any models and any context to build custom autocomplete and chat experiences inside VS Code and JetBrains
39,LLM,one-api,20050,4401,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,710,2024-12-12T00:14:45Z,"OpenAI 接口管理 & 分发系统，支持 Azure、Anthropic Claude、Google PaLM 2 & Gemini、智谱 ChatGLM、百度文心一言、讯飞星火认知、阿里通义千问、360 智脑以及腾讯混元，可用于二次分发管理 key，仅单可执行文件，已打包好 Docker 镜像，一键部署，开箱即用. OpenAI key management & redistribution system, using a single API for all LLMs, and features an English UI."
40,LLM,firecrawl,19668,1541,TypeScript,https://github.com/mendableai/firecrawl,mendableai,106,2024-12-15T00:40:48Z,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API."
41,LLM,mlc-llm,19378,1594,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,210,2024-12-14T22:49:27Z,Universal LLM Deployment Engine with ML Compilation
42,LLM,Awesome-LLM,19362,1593,,https://github.com/Hannibal046/Awesome-LLM,Hannibal046,1,2024-12-07T14:12:24Z,Awesome-LLM: a curated list of Large Language Model
43,LLM,unsloth,19269,1355,Python,https://github.com/unslothai/unsloth,unslothai,581,2024-12-12T09:14:29Z,"Finetune Llama 3.3, Mistral, Phi, Qwen 2.5 & Gemma LLMs 2-5x faster with 70% less memory"
44,LLM,FastGPT,19030,5006,TypeScript,https://github.com/labring/FastGPT,labring,292,2024-12-13T09:58:57Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
45,LLM,MoneyPrinterTurbo,18960,2880,Python,https://github.com/harry0703/MoneyPrinterTurbo,harry0703,80,2024-12-12T08:54:09Z,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.
46,LLM,Chinese-LLaMA-Alpaca,18507,1875,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,1,2024-04-30T04:28:38Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
47,LLM,haystack,18110,1942,Python,https://github.com/deepset-ai/haystack,deepset-ai,94,2024-12-13T15:37:39Z,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots."
48,LLM,khoj,17236,835,Python,https://github.com/khoj-ai/khoj,khoj-ai,45,2024-12-14T19:19:37Z,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free."
49,LLM,peft,16706,1653,Python,https://github.com/huggingface/peft,huggingface,28,2024-12-13T17:19:08Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
50,LLM,Awesome-Chinese-LLM,16695,1567,,https://github.com/HqWu-HITCS/Awesome-Chinese-LLM,HqWu-HITCS,2,2024-09-19T11:06:18Z,整理开源的中文大语言模型，以规模较小、可私有化部署、训练成本较低的模型为主，包括底座模型，垂直领域微调及应用，数据集与教程等。
51,LLM,agentic,16608,2162,TypeScript,https://github.com/transitive-bullshit/agentic,transitive-bullshit,13,2024-11-21T08:49:54Z,AI agent stdlib that works with any LLM and TypeScript AI SDK.
52,LLM,Scrapegraph-ai,16320,1333,Python,https://github.com/ScrapeGraphAI/Scrapegraph-ai,ScrapeGraphAI,33,2024-12-14T11:06:02Z,Python scraper based on AI
