rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,gpt4all,63600,6974,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,386,2024-04-15T22:02:53Z,gpt4all: run open-source LLMs anywhere
2,LLM,llama.cpp,55407,7815,C++,https://github.com/ggerganov/llama.cpp,ggerganov,377,2024-04-16T02:46:26Z,LLM inference in C/C++
3,LLM,ollama,54931,3852,Go,https://github.com/ollama/ollama,ollama,604,2024-04-16T03:05:28Z,"Get up and running with Llama 2, Mistral, Gemma, and other large language models."
4,LLM,gpt_academic,54398,6864,Python,https://github.com/binary-husky/gpt_academic,binary-husky,232,2024-04-16T03:11:22Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
5,LLM,MetaGPT,38863,4569,Python,https://github.com/geekan/MetaGPT,geekan,211,2024-04-16T03:14:15Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
6,LLM,quivr,31901,3087,TypeScript,https://github.com/QuivrHQ/quivr,QuivrHQ,101,2024-04-15T21:21:39Z,"Your GenAI Second Brain 🧠  A personal productivity assistant (RAG) ⚡️🤖 Chat with your docs (PDF, CSV, ...)  & apps using Langchain, GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, Ollama, LLMs, Groq  that you can share with users !  Local & Private alternative to OpenAI GPTs & ChatGPT powered by retrieval-augmented generation."
7,LLM,llama_index,30627,4128,Python,https://github.com/run-llama/llama_index,run-llama,616,2024-04-16T03:13:04Z,LlamaIndex is a data framework for your LLM applications
8,LLM,llm-course,28181,2863,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,26,2024-04-12T23:03:41Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
9,LLM,lobe-chat,27759,6319,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,271,2024-04-16T02:56:19Z,"🤯 Lobe Chat - an open-source, modern-design LLMs/AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Perplexity / Bedrock / Azure / Mistral / Ollama ), Multi-Modals (Vision/TTS) and plugin system. One-click FREE deployment of your private ChatGPT chat application."
10,LLM,Langchain-Chatchat,26861,4713,Python,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,337,2024-04-16T03:16:56Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM 等语言模型的本地知识库问答 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM) QA app with langchain "
11,LLM,milvus,26576,2552,Go,https://github.com/milvus-io/milvus,milvus-io,564,2024-04-16T03:19:25Z,"A cloud-native vector database, storage for next generation AI applications"
12,LLM,Mr.-Ranedeer-AI-Tutor,26301,3008,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,11,2024-03-25T13:06:55Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
13,LLM,chatgpt-on-wechat,24472,6692,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,367,2024-04-15T07:13:52Z,基于大模型搭建的聊天机器人，同时支持 企业微信、微信 公众号、飞书、钉钉 等接入，可选择GPT3.5/GPT4.0/Claude/文心一言/讯飞星火/通义千问/Gemini/GLM-4/Claude/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
14,LLM,Flowise,23390,11951,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,283,2024-04-16T01:57:23Z,Drag & drop UI to build your customized LLM flow
15,LLM,JARVIS,22983,1912,Python,https://github.com/microsoft/JARVIS,microsoft,73,2024-04-07T04:14:59Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
16,LLM,ChatDev,22348,2799,Shell,https://github.com/OpenBMB/ChatDev,OpenBMB,25,2024-03-22T16:55:10Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
17,LLM,dify,21831,2891,TypeScript,https://github.com/langgenius/dify,langgenius,102,2024-04-16T02:56:14Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
18,LLM,mindsdb,21167,2682,Python,https://github.com/mindsdb/mindsdb,mindsdb,365,2024-04-16T02:43:05Z,The platform for customizing AI from enterprise data
19,LLM,architecture.of.internet-product,19857,4629,HTML,https://github.com/davideuler/architecture.of.internet-product,davideuler,3,2024-02-17T12:02:24Z,互联网公司技术架构，微信/淘宝/微博/腾讯/阿里/美团点评/百度/OpenAI/Google/Facebook/Amazon/eBay的架构，欢迎PR补充
20,LLM,LocalAI,18978,1394,C++,https://github.com/mudler/LocalAI,mudler,238,2024-04-16T01:46:36Z,":robot: The free, Open Source OpenAI alternative. Self-hosted, community-driven and local-first. Drop-in replacement for OpenAI running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. It allows to generate Text, Audio, Video, Images. Also with voice cloning capabilities."
21,LLM,chatbox,18282,1880,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,212,2024-04-14T14:16:46Z,"Chatbox is a desktop client for ChatGPT, Claude and other LLMs, available on Windows, Mac, Linux"
22,LLM,unilm,18247,2362,Python,https://github.com/microsoft/unilm,microsoft,517,2024-04-12T04:16:16Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
23,LLM,semantic-kernel,17991,2628,C#,https://github.com/microsoft/semantic-kernel,microsoft,402,2024-04-16T01:00:14Z,Integrate cutting-edge LLM technology quickly and easily into your apps
24,LLM,vllm,17755,2305,Python,https://github.com/vllm-project/vllm,vllm-project,649,2024-04-16T03:21:04Z,A high-throughput and memory-efficient inference and serving engine for LLMs
25,LLM,Chinese-LLaMA-Alpaca,17106,1770,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,1,2024-03-27T00:53:50Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
26,LLM,mlc-llm,16668,1276,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,189,2024-04-16T03:08:16Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
27,LLM,LLaMA-Factory,16400,1966,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,60,2024-04-16T02:58:54Z,Unify Efficient Fine-Tuning of 100+ LLMs
28,LLM,ChatGLM2-6B,15448,1824,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,421,2024-04-11T03:31:03Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
29,LLM,llm.c,15203,1484,Cuda,https://github.com/karpathy/llm.c,karpathy,31,2024-04-16T02:58:33Z,"LLM training in simple, raw C/CUDA"
30,LLM,ChuanhuChatGPT,14657,2226,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,100,2024-04-10T12:11:04Z,"GUI for ChatGPT API and many LLMs. Supports agents, file-based QA, GPT finetuning and query with web search. All with a neat UI."
31,LLM,SuperAGI,14365,1704,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,125,2024-04-08T04:34:05Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
32,LLM,kubesphere,14284,2073,Go,https://github.com/kubesphere/kubesphere,kubesphere,455,2024-03-19T02:41:34Z,"The container platform tailored for Kubernetes multi-cloud, datacenter, and edge management ⎈ 🖥 ☁️"
33,LLM,Awesome-LLM,14027,1076,,https://github.com/Hannibal046/Awesome-LLM,Hannibal046,0,2024-04-15T09:44:04Z,Awesome-LLM: a curated list of Large Language Model
34,LLM,evals,13809,2486,Python,https://github.com/openai/evals,openai,84,2024-04-05T04:07:10Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
35,LLM,peft,13639,1233,Python,https://github.com/huggingface/peft,huggingface,42,2024-04-15T15:53:57Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
36,LLM,haystack,13535,1610,Python,https://github.com/deepset-ai/haystack,deepset-ai,179,2024-04-13T03:39:02Z,":mag: LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots."
37,LLM,LLMs-from-scratch,13511,1131,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,0,2024-04-16T02:05:04Z,"Implementing a ChatGPT-like LLM from scratch, step by step"
38,LLM,open-webui,13237,1319,Svelte,https://github.com/open-webui/open-webui,open-webui,96,2024-04-15T00:19:18Z,User-friendly WebUI for LLMs (Formerly Ollama WebUI)
39,LLM,llamafile,13230,643,C++,https://github.com/Mozilla-Ocho/llamafile,Mozilla-Ocho,55,2024-04-13T04:13:09Z,Distribute and run LLMs with a single file.
40,LLM,one-api,13090,3079,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,437,2024-04-15T15:09:41Z,"OpenAI 接口管理 & 分发系统，支持 Azure、Anthropic Claude、Google PaLM 2 & Gemini、智谱 ChatGLM、百度文心一言、讯飞星火认知、阿里通义千问、360 智脑以及腾讯混元，可用于二次分发管理 key，仅单可执行文件，已打包好 Docker 镜像，一键部署，开箱即用. OpenAI key management & redistribution system, using a single API for all LLMs, and features an English UI."
41,LLM,dalai,13046,1436,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,295,2023-11-29T19:27:33Z,The simplest way to run LLaMA on your local machine
42,LLM,FastGPT,12333,3062,TypeScript,https://github.com/labring/FastGPT,labring,117,2024-04-15T08:50:11Z,"FastGPT is a knowledge-based platform built on the LLM, offers out-of-the-box data processing and model invocation capabilities, allows for workflow orchestration through Flow visualization!"
43,LLM,crawlee,11985,501,TypeScript,https://github.com/apify/crawlee,apify,101,2024-04-16T02:02:09Z,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation."
44,LLM,botpress,11911,1638,TypeScript,https://github.com/botpress/botpress,botpress,7,2024-04-15T23:17:19Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
45,LLM,ChatGLM3,11782,1342,Python,https://github.com/THUDM/ChatGLM3,THUDM,11,2024-04-14T06:29:22Z,ChatGLM3 series: Open Bilingual Chat LLMs | 开源双语对话语言模型
46,LLM,RWKV-LM,11564,795,Python,https://github.com/BlinkDL/RWKV-LM,BlinkDL,57,2024-04-08T20:54:35Z,"RWKV is an RNN with transformer-level LLM performance. It can be directly trained like a GPT (parallelizable). So it's combining the best of RNN and transformer - great performance, fast inference, saves VRAM, fast training, ""infinite"" ctx_len, and free sentence embedding."
47,LLM,PaddleNLP,11354,2799,Python,https://github.com/PaddlePaddle/PaddleNLP,PaddlePaddle,592,2024-04-15T13:15:56Z,"👑 Easy-to-use and powerful NLP and LLM library with 🤗 Awesome model zoo, supporting wide-range of NLP tasks from research to industrial applications, including 🗂Text Classification,  🔍 Neural Search, ❓ Question Answering, ℹ️ Information Extraction, 📄 Document Intelligence, 💌 Sentiment Analysis etc."
48,LLM,anything-llm,10989,1157,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,92,2024-04-16T02:24:42Z,"The all-in-one AI application, tool suite, and API for RAG & Agents for Docker & Desktop."
49,LLM,pandas-ai,10827,970,Python,https://github.com/Sinaptik-AI/pandas-ai,Sinaptik-AI,214,2024-04-15T19:00:00Z,"Chat with your database (SQL, CSV, pandas, polars, mongodb, noSQL, etc). PandasAI makes data analysis conversational using LLMs (GPT 3.5 / 4, Anthropic, VertexAI) and RAG."
50,LLM,DB-GPT,10812,1343,Python,https://github.com/eosphoros-ai/DB-GPT,eosphoros-ai,152,2024-04-15T16:03:19Z,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents
51,LLM,ludwig,10767,1162,Python,https://github.com/ludwig-ai/ludwig,ludwig-ai,294,2024-04-15T22:21:39Z,"Low-code framework for building custom LLMs, neural networks, and other AI models"
52,LLM,Qwen,10624,862,Python,https://github.com/QwenLM/Qwen,QwenLM,92,2024-04-09T05:05:16Z,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.
53,LLM,continue,10389,614,TypeScript,https://github.com/continuedev/continue,continuedev,171,2024-04-16T03:20:18Z,⏩ The easiest way to code with any LLM—Continue is an open-source autopilot for VS Code and JetBrains
