rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,152593,13172,Go,https://github.com/ollama/ollama,ollama,1778,2025-09-19T02:56:51Z,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models."
2,LLM,transformers,149964,30451,Python,https://github.com/huggingface/transformers,huggingface,1071,2025-09-18T19:44:09Z,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. "
3,LLM,awesome-chatgpt-prompts,134205,17836,JavaScript,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-09-11T10:31:45Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
4,LLM,langchain,115727,19014,Jupyter Notebook,https://github.com/langchain-ai/langchain,langchain-ai,129,2025-09-19T01:43:35Z,🦜🔗 Build context-aware reasoning applications
5,LLM,dify,114363,17567,TypeScript,https://github.com/langgenius/dify,langgenius,461,2025-09-19T03:32:37Z,Production-ready platform for agentic workflow development.
6,LLM,open-webui,110317,15138,JavaScript,https://github.com/open-webui/open-webui,open-webui,219,2025-09-19T03:03:15Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
7,LLM,llama.cpp,86659,13073,C++,https://github.com/ggml-org/llama.cpp,ggml-org,342,2025-09-18T22:55:58Z,LLM inference in C/C++
8,LLM,gpt4all,76695,8273,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,704,2025-05-27T20:05:19Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
9,LLM,LLMs-from-scratch,71979,10408,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,6,2025-09-17T13:14:21Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
10,LLM,browser-use,70112,8189,Python,https://github.com/browser-use/browser-use,browser-use,112,2025-09-19T02:08:24Z,🌐 Make websites accessible for AI agents. Automate tasks online with ease.
11,LLM,awesome-llm-apps,69372,8785,Python,https://github.com/Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,4,2025-09-15T05:12:31Z,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models."
