rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,66323,4811,Go,https://github.com/ollama/ollama,ollama,717,2024-05-14T02:12:14Z,"Get up and running with Llama 3, Mistral, Gemma, and other large language models."
2,LLM,gpt4all,65045,7190,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,395,2024-05-13T21:39:21Z,gpt4all: run open-source LLMs anywhere
3,LLM,llama.cpp,58114,8243,C++,https://github.com/ggerganov/llama.cpp,ggerganov,352,2024-05-14T02:26:39Z,LLM inference in C/C++
4,LLM,gpt_academic,58068,7316,Python,https://github.com/binary-husky/gpt_academic,binary-husky,259,2024-05-13T15:40:46Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
5,LLM,MetaGPT,39856,4730,Python,https://github.com/geekan/MetaGPT,geekan,252,2024-05-13T08:17:31Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
6,LLM,quivr,33099,3234,TypeScript,https://github.com/QuivrHQ/quivr,QuivrHQ,89,2024-05-13T21:39:56Z,"Your GenAI Second Brain 🧠  A personal productivity assistant (RAG) ⚡️🤖 Chat with your docs (PDF, CSV, ...)  & apps using Langchain, GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, Ollama, LLMs, Groq  that you can share with users !  Local & Private alternative to OpenAI GPTs & ChatGPT powered by retrieval-augmented generation."
7,LLM,llama_index,31616,4322,Python,https://github.com/run-llama/llama_index,run-llama,666,2024-05-14T01:52:57Z,LlamaIndex is a data framework for your LLM applications
8,LLM,lobe-chat,30583,7100,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,288,2024-05-14T03:14:22Z,"🤯 Lobe Chat - an open-source, modern-design LLMs/AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / Bedrock / Azure / Mistral / Perplexity ), Multi-Modals (Vision/TTS) and plugin system. One-click FREE deployment of your private ChatGPT chat application."
9,LLM,llm-course,29708,3053,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,31,2024-04-19T15:57:27Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
10,LLM,dify,29020,3768,TypeScript,https://github.com/langgenius/dify,langgenius,195,2024-05-14T03:03:10Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
11,LLM,Langchain-Chatchat,27946,4902,Python,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,82,2024-05-14T01:46:19Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM 等语言模型的本地知识库问答 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM) QA app with langchain "
12,LLM,milvus,27162,2620,Go,https://github.com/milvus-io/milvus,milvus-io,633,2024-05-14T03:22:37Z,"A cloud-native vector database, storage for next generation AI applications"
13,LLM,Mr.-Ranedeer-AI-Tutor,26834,3085,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,11,2024-03-25T13:06:55Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
