rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,155594,13579,Go,https://github.com/ollama/ollama,ollama,1864,2025-11-08T21:28:20Z,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models."
2,LLM,transformers,152270,31093,Python,https://github.com/huggingface/transformers,huggingface,1090,2025-11-08T22:39:01Z,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. "
3,LLM,awesome-chatgpt-prompts,136248,18124,JavaScript,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-10-14T17:23:13Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
4,LLM,langchain,119200,19631,Python,https://github.com/langchain-ai/langchain,langchain-ai,185,2025-11-09T03:30:46Z,🦜🔗 The platform for reliable agents.
5,LLM,dify,118383,18299,TypeScript,https://github.com/langgenius/dify,langgenius,487,2025-11-07T09:05:53Z,Production-ready platform for agentic workflow development.
6,LLM,open-webui,114639,15982,JavaScript,https://github.com/open-webui/open-webui,open-webui,218,2025-11-08T20:12:39Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
7,LLM,llama.cpp,89417,13615,C++,https://github.com/ggml-org/llama.cpp,ggml-org,281,2025-11-08T22:14:30Z,LLM inference in C/C++
8,LLM,LLMs-from-scratch,78204,11554,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,0,2025-11-06T21:22:34Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
9,LLM,gpt4all,76878,8298,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,711,2025-05-27T20:05:19Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
10,LLM,awesome-llm-apps,75820,9983,Python,https://github.com/Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,7,2025-11-01T02:40:59Z,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models."
11,LLM,browser-use,72301,8583,Python,https://github.com/browser-use/browser-use,browser-use,148,2025-11-08T18:46:11Z,🌐 Make websites accessible for AI agents. Automate tasks online with ease.
12,LLM,gpt_academic,69595,8390,Python,https://github.com/binary-husky/gpt_academic,binary-husky,269,2025-09-20T13:41:26Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
13,LLM,ragflow,67319,7180,TypeScript,https://github.com/infiniflow/ragflow,infiniflow,2886,2025-11-07T13:13:39Z,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs
14,LLM,llm-course,66921,7560,,https://github.com/mlabonne/llm-course,mlabonne,62,2025-06-04T16:09:23Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
15,LLM,firecrawl,66908,5221,TypeScript,https://github.com/firecrawl/firecrawl,firecrawl,34,2025-11-07T23:28:11Z,🔥 The Web Data API for AI - Turn entire websites into LLM-ready markdown or structured data
16,LLM,OpenHands,64805,7875,Python,https://github.com/OpenHands/OpenHands,OpenHands,186,2025-11-09T01:54:01Z,"🙌 OpenHands: Code Less, Make More"
17,LLM,PaddleOCR,63087,9275,Python,https://github.com/PaddlePaddle/PaddleOCR,PaddlePaddle,223,2025-11-06T09:06:40Z,"Turn any PDF or image document into structured data for your AI. A powerful, lightweight OCR toolkit that bridges the gap between images/PDFs and LLMs. Supports 100+ languages."
