rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,141706,11867,Go,https://github.com/ollama/ollama,ollama,1565,2025-05-25T03:49:57Z,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, Mistral Small 3.1 and other large language models."
2,LLM,awesome-chatgpt-prompts,126574,16827,JavaScript,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-05-24T05:14:58Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
3,LLM,dify,98975,14875,TypeScript,https://github.com/langgenius/dify,langgenius,647,2025-05-26T03:07:26Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
4,LLM,open-webui,96126,12430,JavaScript,https://github.com/open-webui/open-webui,open-webui,127,2025-05-24T22:33:56Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
5,LLM,llama.cpp,80844,11901,C++,https://github.com/ggml-org/llama.cpp,ggml-org,339,2025-05-26T02:41:28Z,LLM inference in C/C++
6,LLM,gpt4all,73399,8024,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,686,2025-03-19T23:33:36Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
7,LLM,gpt_academic,68583,8349,Python,https://github.com/binary-husky/gpt_academic,binary-husky,256,2025-05-06T14:19:12Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
8,LLM,browser-use,61462,6866,Python,https://github.com/browser-use/browser-use,browser-use,378,2025-05-26T02:12:57Z,🌐 Make websites accessible for AI agents. Automate tasks online with ease.
9,LLM,OpenHands,56097,6295,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,211,2025-05-26T02:45:17Z,"🙌 OpenHands: Code Less, Make More"
10,LLM,MetaGPT,55860,6649,Python,https://github.com/FoundationAgents/MetaGPT,FoundationAgents,36,2025-05-16T13:18:18Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
