rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,72181,10762,Python,https://github.com/langchain-ai/langchain,langchain-ai,1585,2023-12-27T03:01:17Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt4all,57484,6345,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,298,2023-12-22T00:26:33Z,gpt4all: open-source LLM chatbots that you can run anywhere
3,LLM,gpt_academic,49740,6431,Python,https://github.com/binary-husky/gpt_academic,binary-husky,203,2023-12-26T16:06:12Z,"为ChatGPT/GLM提供实用化交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm2等本地模型。兼容文心一言, moss, llama2, rwkv, claude2, 通义千问, 书生, 讯飞星火等。"
4,LLM,MetaGPT,32826,3867,Python,https://github.com/geekan/MetaGPT,geekan,148,2023-12-26T14:51:09Z,"🌟 The Multi-Agent Framework: Given one line Requirement, return PRD, Design, Tasks, Repo"
5,LLM,ollama,28254,1845,Go,https://github.com/jmorganca/ollama,jmorganca,337,2023-12-27T00:27:12Z,Get up and running with Llama 2 and other large language models locally
6,LLM,quivr,26515,3022,TypeScript,https://github.com/StanGirard/quivr,StanGirard,78,2023-12-26T19:06:07Z,"Your GenAI Second Brain 🧠  A personal productivity assistant (RAG) ⚡️🤖 Chat with your docs (PDF, CSV, ...)  & apps using Langchain, GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, Ollama, LLMs, that you can share with users !  Local & Private alternative to OpenAI GPTs & ChatGPT powered by retrieval-augmented generation "
7,LLM,llama_index,25768,3250,Python,https://github.com/run-llama/llama_index,run-llama,283,2023-12-26T23:12:32Z,LlamaIndex (formerly GPT Index) is a data framework for your LLM applications
8,LLM,milvus,24777,2650,Go,https://github.com/milvus-io/milvus,milvus-io,431,2023-12-27T03:01:58Z,"A cloud-native vector database, storage for next generation AI applications"
9,LLM,JARVIS,22329,1930,Python,https://github.com/microsoft/JARVIS,microsoft,70,2023-12-04T10:58:34Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
10,LLM,Mr.-Ranedeer-AI-Tutor,22296,2487,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,10,2023-11-18T21:18:14Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
11,LLM,Langchain-Chatchat,20090,3442,Python,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,69,2023-12-26T05:44:36Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM 等语言模型的本地知识库问答 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM) QA app with langchain "
12,LLM,mindsdb,19383,2585,Python,https://github.com/mindsdb/mindsdb,mindsdb,487,2023-12-26T23:25:13Z,Build AI 🤖 using SQL
13,LLM,chatgpt-on-wechat,19260,5504,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,234,2023-12-26T07:58:56Z,基于大模型搭建的微信聊天机器人，同时支持微信、企业微信、公众号、飞书接入，可选择GPT3.5/GPT4.0/Claude/文心一言/讯飞星火/通义千问/Gemini/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
14,LLM,Flowise,18951,9404,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,259,2023-12-26T16:13:23Z,Drag & drop UI to build your customized LLM flow
15,LLM,ChatDev,18581,2268,Shell,https://github.com/OpenBMB/ChatDev,OpenBMB,23,2023-12-26T16:55:20Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
16,LLM,unilm,16697,2237,Python,https://github.com/microsoft/unilm,microsoft,459,2023-12-26T04:34:57Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
17,LLM,chatbox,16086,1697,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,208,2023-12-27T02:50:26Z,"Chatbox is a desktop client for ChatGPT, Claude and other LLMs, available on Windows, Mac, Linux"
18,LLM,Chinese-LLaMA-Alpaca,15835,1650,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,3,2023-12-25T06:53:47Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
19,LLM,semantic-kernel,15670,2290,C#,https://github.com/microsoft/semantic-kernel,microsoft,407,2023-12-27T02:34:51Z,Integrate cutting-edge LLM technology quickly and easily into your apps
20,LLM,mlc-llm,14807,1100,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,138,2023-12-27T02:23:19Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
21,LLM,ChatGLM2-6B,14724,2327,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,399,2023-12-14T09:38:44Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
22,LLM,LocalAI,14715,1276,C++,https://github.com/mudler/LocalAI,mudler,181,2023-12-27T00:48:50Z,":robot: The free, Open Source OpenAI alternative. Self-hosted, community-driven and local-first. Drop-in replacement for OpenAI running on consumer-grade hardware. No GPU required. Runs ggml, gguf, GPTQ, onnx, TF compatible models: llama, llama2, rwkv, whisper, vicuna, koala, cerebras, falcon, dolly, starcoder, and many others"
