rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,135046,11199,Go,https://github.com/ollama/ollama,ollama,1465,2025-03-28T00:05:28Z,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, and other large language models."
2,LLM,awesome-chatgpt-prompts,122098,16385,JavaScript,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-03-18T23:07:19Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
3,LLM,dify,86900,12867,TypeScript,https://github.com/langgenius/dify,langgenius,616,2025-03-28T02:49:31Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
4,LLM,open-webui,85896,10537,JavaScript,https://github.com/open-webui/open-webui,open-webui,159,2025-03-28T03:36:53Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
5,LLM,llama.cpp,77289,11229,C++,https://github.com/ggml-org/llama.cpp,ggml-org,347,2025-03-27T23:32:08Z,LLM inference in C/C++
6,LLM,gpt4all,72924,7946,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,669,2025-03-19T23:33:36Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
7,LLM,gpt_academic,68034,8324,Python,https://github.com/binary-husky/gpt_academic,binary-husky,249,2025-03-24T16:13:18Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
8,LLM,MetaGPT,53706,6360,Python,https://github.com/geekan/MetaGPT,geekan,58,2025-03-19T12:58:01Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
9,LLM,OpenHands,51450,5701,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,237,2025-03-27T23:38:01Z,"🙌 OpenHands: Code Less, Make More"
10,LLM,browser-use,49701,5197,Python,https://github.com/browser-use/browser-use,browser-use,340,2025-03-28T03:14:15Z,Make websites accessible for AI agents
11,LLM,llm-course,48583,5193,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,48,2025-01-22T22:32:51Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
12,LLM,ragflow,46932,4322,TypeScript,https://github.com/infiniflow/ragflow,infiniflow,1633,2025-03-28T02:20:50Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
13,LLM,LLaMA-Factory,45497,5558,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,409,2025-03-27T09:06:40Z,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
14,LLM,LLMs-from-scratch,43149,5938,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,0,2025-03-28T01:10:24Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
15,LLM,vllm,42908,6510,Python,https://github.com/vllm-project/vllm,vllm-project,1540,2025-03-28T03:34:46Z,A high-throughput and memory-efficient inference and serving engine for LLMs
