rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,75665,5678,Go,https://github.com/ollama/ollama,ollama,851,2024-06-27T00:04:13Z,"Get up and running with Llama 3, Mistral, Gemma, and other large language models."
2,LLM,gpt4all,66067,7275,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,427,2024-06-27T02:00:48Z,GPT4All: Chat with Local LLMs on Any Device
3,LLM,gpt_academic,60834,7593,Python,https://github.com/binary-husky/gpt_academic,binary-husky,269,2024-06-26T15:18:20Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
4,LLM,llama.cpp,60829,8681,C++,https://github.com/ggerganov/llama.cpp,ggerganov,328,2024-06-27T02:20:15Z,LLM inference in C/C++
5,LLM,MetaGPT,41233,4915,Python,https://github.com/geekan/MetaGPT,geekan,269,2024-06-26T07:38:10Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
6,LLM,dify,35255,4758,TypeScript,https://github.com/langgenius/dify,langgenius,253,2024-06-27T03:21:31Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
7,LLM,lobe-chat,34075,7980,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,329,2024-06-27T01:39:41Z,"🤯 Lobe Chat - an open-source, modern-design LLMs/AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / Bedrock / Azure / Mistral / Perplexity ), Multi-Modals (Vision/TTS) and plugin system. One-click FREE deployment of your private ChatGPT chat application."
8,LLM,quivr,33944,3322,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,103,2024-06-26T22:59:54Z,"Open-source RAG Framework for building GenAI Second Brains 🧠  Build productivity assistant (RAG) ⚡️🤖 Chat with your docs (PDF, CSV, ...)  & apps using Langchain, GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, Ollama, LLMs, Groq  that you can share with users !  Efficient retrieval augmented generation framework"
9,LLM,llm-course,33529,3486,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,38,2024-06-11T14:28:33Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
10,LLM,llama_index,33032,4595,Python,https://github.com/run-llama/llama_index,run-llama,637,2024-06-27T00:53:31Z,LlamaIndex is a data framework for your LLM applications
11,LLM,Langchain-Chatchat,29330,5153,TypeScript,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,87,2024-06-27T03:00:10Z,"Langchain-Chatchat（原Langchain-ChatGLM, Qwen 与 Llama 等）基于 Langchain 与 ChatGLM 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain "
12,LLM,open-webui,29122,3133,Svelte,https://github.com/open-webui/open-webui,open-webui,117,2024-06-26T17:25:25Z,User-friendly WebUI for LLMs (Formerly Ollama WebUI)
13,LLM,OpenDevin,28052,3201,Python,https://github.com/OpenDevin/OpenDevin,OpenDevin,140,2024-06-27T03:17:22Z,"🐚 OpenDevin: Code Less, Make More"
14,LLM,milvus,27990,2694,Go,https://github.com/milvus-io/milvus,milvus-io,684,2024-06-27T03:18:16Z,"A cloud-native vector database, storage for next generation AI applications"
15,LLM,Mr.-Ranedeer-AI-Tutor,27813,3204,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,11,2024-03-25T13:06:55Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
16,LLM,chatgpt-on-wechat,27637,7383,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,377,2024-06-27T02:29:51Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT4.0/ Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
17,LLM,Flowise,26950,13864,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,366,2024-06-27T02:53:20Z,Drag & drop UI to build your customized LLM flow
18,LLM,ChatTTS,26166,2837,Python,https://github.com/2noise/ChatTTS,2noise,204,2024-06-26T16:43:04Z,A generative speech model for daily dialogue.
19,LLM,LLaMA-Factory,25127,3105,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,48,2024-06-26T17:12:32Z,Unify Efficient Fine-Tuning of 100+ LLMs
20,LLM,ChatDev,24266,3037,Shell,https://github.com/OpenBMB/ChatDev,OpenBMB,18,2024-06-27T03:13:42Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
