rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,89694,7033,Go,https://github.com/ollama/ollama,ollama,1001,2024-09-18T23:26:44Z,"Get up and running with Llama 3.1, Mistral, Gemma 2, and other large language models."
2,LLM,gpt4all,69214,7593,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,551,2024-09-18T20:10:26Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
3,LLM,llama.cpp,65069,9331,C++,https://github.com/ggerganov/llama.cpp,ggerganov,281,2024-09-18T18:20:33Z,LLM inference in C/C++
4,LLM,gpt_academic,64062,7913,Python,https://github.com/binary-husky/gpt_academic,binary-husky,327,2024-09-16T09:56:44Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
5,LLM,dify,45810,6454,TypeScript,https://github.com/langgenius/dify,langgenius,263,2024-09-19T03:12:29Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
6,LLM,MetaGPT,43646,5199,Python,https://github.com/geekan/MetaGPT,geekan,308,2024-08-21T06:12:26Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
7,LLM,open-webui,39427,4608,Svelte,https://github.com/open-webui/open-webui,open-webui,130,2024-09-19T03:15:07Z,User-friendly WebUI for LLMs (Formerly Ollama WebUI)
8,LLM,llm-course,37222,3910,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,41,2024-07-28T22:17:43Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
9,LLM,quivr,35987,3495,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,105,2024-09-18T16:48:37Z,"Open-source RAG Framework for building GenAI Second Brains 🧠  Build productivity assistant (RAG) ⚡️🤖 Chat with your docs (PDF, CSV, ...)  & apps using Langchain, GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, Ollama, LLMs, Groq  that you can share with users !  Efficient retrieval augmented generation framework"
10,LLM,llama_index,35479,5007,Python,https://github.com/run-llama/llama_index,run-llama,576,2024-09-18T22:46:49Z,LlamaIndex is a data framework for your LLM applications
