rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,98352,7828,Go,https://github.com/ollama/ollama,ollama,1101,2024-11-19T03:33:23Z,"Get up and running with Llama 3.2, Mistral, Gemma 2, and other large language models."
2,LLM,gpt4all,70712,7708,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,603,2024-11-16T01:05:48Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
3,LLM,llama.cpp,68025,9756,C++,https://github.com/ggerganov/llama.cpp,ggerganov,266,2024-11-19T01:45:30Z,LLM inference in C/C++
4,LLM,gpt_academic,65747,8075,Python,https://github.com/binary-husky/gpt_academic,binary-husky,365,2024-11-18T18:38:59Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
5,LLM,dify,51992,7550,TypeScript,https://github.com/langgenius/dify,langgenius,305,2024-11-19T03:31:05Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
6,LLM,open-webui,47360,5788,Svelte,https://github.com/open-webui/open-webui,open-webui,127,2024-11-18T22:25:37Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
7,LLM,MetaGPT,45309,5388,Python,https://github.com/geekan/MetaGPT,geekan,76,2024-11-11T15:05:12Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
8,LLM,llm-course,39157,4140,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,42,2024-07-28T22:17:43Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
9,LLM,OpenHands,36922,4192,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,174,2024-11-19T02:45:06Z,"🙌 OpenHands: Code Less, Make More"
10,LLM,llama_index,36809,5279,Python,https://github.com/run-llama/llama_index,run-llama,546,2024-11-19T01:34:06Z,LlamaIndex is a data framework for your LLM applications
11,LLM,quivr,36684,3586,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,122,2024-11-19T00:18:40Z,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
12,LLM,LLaMA-Factory,34510,4253,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,250,2024-11-18T13:14:07Z,Unified Efficient Fine-Tuning of 100+ LLMs (ACL 2024)
13,LLM,LLMs-from-scratch,33036,3989,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,0,2024-11-18T10:52:42Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
14,LLM,ChatTTS,32441,3522,Python,https://github.com/2noise/ChatTTS,2noise,112,2024-11-05T05:14:41Z,A generative speech model for daily dialogue.
15,LLM,Langchain-Chatchat,32084,5578,TypeScript,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,126,2024-11-17T11:13:33Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain "
16,LLM,Flowise,31595,16473,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,368,2024-11-16T18:11:30Z,Drag & drop UI to build your customized LLM flow
17,LLM,chatgpt-on-wechat,31258,8153,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,254,2024-11-15T04:00:00Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT-o1/ Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
18,LLM,milvus,30749,2932,Go,https://github.com/milvus-io/milvus,milvus-io,633,2024-11-19T03:28:32Z,"A cloud-native vector database, storage for next generation AI applications"
19,LLM,vllm,30406,4602,Python,https://github.com/vllm-project/vllm,vllm-project,1854,2024-11-19T03:22:26Z,A high-throughput and memory-efficient inference and serving engine for LLMs
20,LLM,LLM101n,30189,1647,,https://github.com/karpathy/LLM101n,karpathy,0,2024-08-01T01:20:33Z,LLM101n: Let's build a Storyteller
21,LLM,Mr.-Ranedeer-AI-Tutor,28917,3323,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,13,2024-03-25T13:06:55Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
22,LLM,anything-llm,27330,2741,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,195,2024-11-19T00:52:03Z,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, and more."
23,LLM,mindsdb,26817,4891,Python,https://github.com/mindsdb/mindsdb,mindsdb,98,2024-11-19T03:26:12Z,Platform for building AI that can learn and answer questions over federated data.
24,LLM,LocalAI,25912,1946,Go,https://github.com/mudler/LocalAI,mudler,371,2024-11-18T21:38:16Z,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference"
25,LLM,ChatDev,25608,3218,Shell,https://github.com/OpenBMB/ChatDev,OpenBMB,20,2024-11-13T10:34:08Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
26,LLM,llm.c,24441,2764,Cuda,https://github.com/karpathy/llm.c,karpathy,76,2024-10-02T01:25:39Z,"LLM training in simple, raw C/CUDA"
27,LLM,JARVIS,23716,1967,Python,https://github.com/microsoft/JARVIS,microsoft,78,2024-09-26T06:43:22Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
28,LLM,jan,23578,1372,TypeScript,https://github.com/janhq/jan,janhq,176,2024-11-18T15:05:53Z,"Jan is an open source alternative to ChatGPT that runs 100% offline on your computer. Multiple engine support (llama.cpp, TensorRT-LLM)"
29,LLM,ragflow,23166,2264,Python,https://github.com/infiniflow/ragflow,infiniflow,665,2024-11-19T03:31:11Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
30,LLM,mem0,22874,2102,Python,https://github.com/mem0ai/mem0,mem0ai,174,2024-11-18T10:55:23Z,The Memory layer for your AI apps
31,LLM,chatbox,22016,2212,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,324,2024-11-17T07:39:41Z,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
32,LLM,semantic-kernel,21986,3275,C#,https://github.com/microsoft/semantic-kernel,microsoft,476,2024-11-19T03:29:45Z,Integrate cutting-edge LLM technology quickly and easily into your apps
33,LLM,gin-vue-admin,21661,6409,Go,https://github.com/flipped-aurora/gin-vue-admin,flipped-aurora,25,2024-11-18T13:45:01Z,🚀Vite+Vue3+Gin拥有AI辅助的基础开发平台，支持TS和JS混用。它集成了JWT鉴权、权限管理、动态路由、显隐可控组件、分页封装、多点登录拦截、资源权限、上传下载、代码生成器、表单生成器和可配置的导入导出等开发必备功能。
34,LLM,llamafile,20517,1031,C++,https://github.com/Mozilla-Ocho/llamafile,Mozilla-Ocho,131,2024-11-16T08:29:39Z,Distribute and run LLMs with a single file.
35,LLM,unilm,20199,2551,Python,https://github.com/microsoft/unilm,microsoft,592,2024-11-09T10:45:59Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
36,LLM,architecture.of.internet-product,20100,4672,HTML,https://github.com/davideuler/architecture.of.internet-product,davideuler,3,2024-02-17T12:02:24Z,互联网公司技术架构，微信/淘宝/微博/腾讯/阿里/美团点评/百度/OpenAI/Google/Facebook/Amazon/eBay的架构，欢迎PR补充
37,LLM,continue,19301,1667,TypeScript,https://github.com/continuedev/continue,continuedev,714,2024-11-19T03:24:59Z,⏩ Continue is the leading open-source AI code assistant. You can connect any models and any context to build custom autocomplete and chat experiences inside VS Code and JetBrains
38,LLM,one-api,19231,4298,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,684,2024-11-10T09:19:06Z,"OpenAI 接口管理 & 分发系统，支持 Azure、Anthropic Claude、Google PaLM 2 & Gemini、智谱 ChatGLM、百度文心一言、讯飞星火认知、阿里通义千问、360 智脑以及腾讯混元，可用于二次分发管理 key，仅单可执行文件，已打包好 Docker 镜像，一键部署，开箱即用. OpenAI key management & redistribution system, using a single API for all LLMs, and features an English UI."
39,LLM,mlc-llm,19206,1579,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,199,2024-11-16T22:02:33Z,Universal LLM Deployment Engine with ML Compilation
40,LLM,graphrag,19181,1895,Python,https://github.com/microsoft/graphrag,microsoft,137,2024-11-18T16:52:29Z,A modular graph-based Retrieval-Augmented Generation (RAG) system
41,LLM,Awesome-LLM,18896,1542,,https://github.com/Hannibal046/Awesome-LLM,Hannibal046,1,2024-11-05T03:27:27Z,Awesome-LLM: a curated list of Large Language Model
42,LLM,firecrawl,18753,1431,TypeScript,https://github.com/mendableai/firecrawl,mendableai,98,2024-11-19T00:13:25Z,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API."
43,LLM,Chinese-LLaMA-Alpaca,18406,1865,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,1,2024-04-30T04:28:38Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
44,LLM,FastGPT,18391,4851,TypeScript,https://github.com/labring/FastGPT,labring,273,2024-11-19T02:20:42Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
45,LLM,unsloth,18259,1271,Python,https://github.com/unslothai/unsloth,unslothai,519,2024-11-18T20:18:46Z,"Finetune Llama 3.2, Mistral, Phi, Qwen 2.5 & Gemma LLMs 2-5x faster with 80% less memory"
46,LLM,MoneyPrinterTurbo,18189,2795,Python,https://github.com/harry0703/MoneyPrinterTurbo,harry0703,71,2024-07-26T10:23:52Z,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.
47,LLM,haystack,17756,1918,Python,https://github.com/deepset-ai/haystack,deepset-ai,98,2024-11-18T16:31:18Z,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots."
48,LLM,agentic,16512,2151,TypeScript,https://github.com/transitive-bullshit/agentic,transitive-bullshit,13,2024-11-07T19:34:30Z,AI agent stdlib that works with any LLM and TypeScript AI SDK.
49,LLM,peft,16471,1625,Python,https://github.com/huggingface/peft,huggingface,25,2024-11-18T15:31:48Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
50,LLM,crawl4ai,16243,1192,Python,https://github.com/unclecode/crawl4ai,unclecode,65,2024-11-18T13:15:08Z,🔥🕷️ Crawl4AI: Open-source LLM Friendly Web Crawler & Scrapper
51,LLM,Awesome-Chinese-LLM,16032,1480,,https://github.com/HqWu-HITCS/Awesome-Chinese-LLM,HqWu-HITCS,2,2024-09-19T11:06:18Z,整理开源的中文大语言模型，以规模较小、可私有化部署、训练成本较低的模型为主，包括底座模型，垂直领域微调及应用，数据集与教程等。
52,LLM,Scrapegraph-ai,15800,1290,Python,https://github.com/ScrapeGraphAI/Scrapegraph-ai,ScrapeGraphAI,27,2024-11-18T16:59:18Z,Python scraper based on AI
53,LLM,ChatGLM2-6B,15725,1851,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,424,2024-06-27T04:05:08Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
54,LLM,crawlee,15666,669,TypeScript,https://github.com/apify/crawlee,apify,117,2024-11-18T20:08:55Z,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation."
55,LLM,SuperAGI,15478,1859,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,133,2024-08-14T09:30:18Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
56,LLM,khoj,15414,769,Python,https://github.com/khoj-ai/khoj,khoj-ai,43,2024-11-19T01:30:51Z,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (e.g gpt, claude, gemini, llama, qwen, mistral). "
57,LLM,ChuanhuChatGPT,15258,2298,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,120,2024-11-16T06:20:29Z,"GUI for ChatGPT API and many LLMs. Supports agents, file-based QA, GPT finetuning and query with web search. All with a neat UI."
58,LLM,kubesphere,15217,2157,Go,https://github.com/kubesphere/kubesphere,kubesphere,532,2024-11-18T09:28:28Z,"The container platform tailored for Kubernetes multi-cloud, datacenter, and edge management ⎈ 🖥 ☁️"
59,LLM,llama-recipes,15209,2197,Jupyter Notebook,https://github.com/meta-llama/llama-recipes,meta-llama,42,2024-11-17T20:40:35Z,"Scripts for fine-tuning Meta Llama with composable FSDP & PEFT methods to cover single/multi-node GPUs. Supports default & custom datasets for applications such as summarization and Q&A. Supporting a number of candid inference solutions such as HF TGI, VLLM for local or cloud deployment. Demo apps to showcase Meta Llama for WhatsApp & Messenger."
60,LLM,evals,15037,2609,Python,https://github.com/openai/evals,openai,94,2024-09-30T21:30:28Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
61,LLM,DocsGPT,15029,1599,Python,https://github.com/arc53/DocsGPT,arc53,59,2024-11-18T20:43:35Z,"Chatbot for documentation, that allows you to chat with your data. Privately deployable, provides AI knowledge sharing and integrates knowledge into your AI workflow"
62,LLM,gpt-researcher,14940,1995,Python,https://github.com/assafelovic/gpt-researcher,assafelovic,49,2024-11-18T19:23:00Z,LLM based autonomous agent that conducts local and web research on any topic and generates a comprehensive report with citations.
63,LLM,Qwen,14182,1156,Python,https://github.com/QwenLM/Qwen,QwenLM,6,2024-11-09T09:41:33Z,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.
64,LLM,Llama-Chinese,14011,1259,Python,https://github.com/LlamaFamily/Llama-Chinese,LlamaFamily,193,2024-09-05T13:50:43Z,Llama中文社区，Llama3在线体验和微调模型已开放，实时汇总最新Llama3学习资料，已将所有代码更新适配Llama3，构建最好的中文Llama大模型，完全开源可商用
65,LLM,litellm,13957,1648,Python,https://github.com/BerriAI/litellm,BerriAI,660,2024-11-19T03:30:55Z,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]"
66,LLM,DB-GPT,13757,1855,Python,https://github.com/eosphoros-ai/DB-GPT,eosphoros-ai,155,2024-11-19T01:45:24Z,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents
