rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,awesome-chatgpt-prompts,119551,16110,HTML,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-01-31T23:20:07Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
2,LLM,ollama,117227,9342,Go,https://github.com/ollama/ollama,ollama,1244,2025-02-01T04:30:38Z,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 2, and other large language models."
3,LLM,llama.cpp,72632,10460,C++,https://github.com/ggerganov/llama.cpp,ggerganov,307,2025-02-01T18:54:22Z,LLM inference in C/C++
4,LLM,gpt4all,72052,7829,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,680,2025-02-01T00:17:54Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
5,LLM,gpt_academic,67182,8244,Python,https://github.com/binary-husky/gpt_academic,binary-husky,403,2025-01-29T15:29:44Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
6,LLM,open-webui,65188,7742,JavaScript,https://github.com/open-webui/open-webui,open-webui,143,2025-02-01T18:04:34Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
7,LLM,dify,60890,9076,TypeScript,https://github.com/langgenius/dify,langgenius,329,2025-01-31T05:05:11Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
8,LLM,MetaGPT,45885,5479,Python,https://github.com/geekan/MetaGPT,geekan,52,2024-12-18T02:20:32Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
9,LLM,OpenHands,45074,4993,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,261,2025-02-02T03:24:46Z,"🙌 OpenHands: Code Less, Make More"
10,LLM,llm-course,44943,4795,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,44,2025-01-22T22:32:51Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
11,LLM,LLaMA-Factory,39148,4805,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,252,2025-02-01T04:43:30Z,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
12,LLM,LLMs-from-scratch,38866,5122,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,0,2025-02-01T16:22:48Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
13,LLM,llama_index,38493,5504,Python,https://github.com/run-llama/llama_index,run-llama,619,2025-02-01T19:43:09Z,LlamaIndex is the leading framework for building LLM-powered agents over your data.
14,LLM,quivr,37190,3619,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,51,2025-01-31T21:52:27Z,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
15,LLM,vllm,35840,5437,Python,https://github.com/vllm-project/vllm,vllm-project,1164,2025-02-01T23:59:52Z,A high-throughput and memory-efficient inference and serving engine for LLMs
16,LLM,Pake,34613,6168,Rust,https://github.com/tw93/Pake,tw93,26,2025-01-25T13:09:54Z,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用
17,LLM,Flowise,34510,17954,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,432,2025-02-02T02:48:35Z,Drag & drop UI to build your customized LLM flow
18,LLM,ChatTTS,34034,3688,Python,https://github.com/2noise/ChatTTS,2noise,60,2025-01-25T12:50:37Z,A generative speech model for daily dialogue.
19,LLM,Langchain-Chatchat,33137,5694,TypeScript,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,194,2024-11-29T05:06:44Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain "
