rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,gpt4all,64264,7072,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,392,2024-04-24T14:29:06Z,gpt4all: run open-source LLMs anywhere
2,LLM,ollama,59756,4274,Go,https://github.com/ollama/ollama,ollama,679,2024-04-25T01:55:00Z,"Get up and running with Llama 3, Mistral, Gemma, and other large language models."
3,LLM,llama.cpp,56611,8030,C++,https://github.com/ggerganov/llama.cpp,ggerganov,371,2024-04-25T01:52:44Z,LLM inference in C/C++
4,LLM,gpt_academic,55795,7050,Python,https://github.com/binary-husky/gpt_academic,binary-husky,241,2024-04-24T14:59:39Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
5,LLM,MetaGPT,39231,4630,Python,https://github.com/geekan/MetaGPT,geekan,225,2024-04-25T02:40:43Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
6,LLM,quivr,32263,3126,TypeScript,https://github.com/QuivrHQ/quivr,QuivrHQ,100,2024-04-24T21:30:02Z,"Your GenAI Second Brain 🧠  A personal productivity assistant (RAG) ⚡️🤖 Chat with your docs (PDF, CSV, ...)  & apps using Langchain, GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, Ollama, LLMs, Groq  that you can share with users !  Local & Private alternative to OpenAI GPTs & ChatGPT powered by retrieval-augmented generation."
7,LLM,llama_index,30992,4205,Python,https://github.com/run-llama/llama_index,run-llama,649,2024-04-25T03:15:00Z,LlamaIndex is a data framework for your LLM applications
8,LLM,lobe-chat,28775,6613,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,279,2024-04-25T03:06:15Z,"🤯 Lobe Chat - an open-source, modern-design LLMs/AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Perplexity / Bedrock / Azure / Mistral / Ollama ), Multi-Modals (Vision/TTS) and plugin system. One-click FREE deployment of your private ChatGPT chat application."
9,LLM,llm-course,28761,2929,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,28,2024-04-19T15:57:27Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
10,LLM,Langchain-Chatchat,27327,4793,Python,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,416,2024-04-25T02:09:05Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM 等语言模型的本地知识库问答 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM) QA app with langchain "
11,LLM,milvus,26840,2581,Go,https://github.com/milvus-io/milvus,milvus-io,603,2024-04-25T03:19:00Z,"A cloud-native vector database, storage for next generation AI applications"
12,LLM,Mr.-Ranedeer-AI-Tutor,26508,3033,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,11,2024-03-25T13:06:55Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
13,LLM,chatgpt-on-wechat,24783,6763,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,379,2024-04-24T14:25:10Z,基于大模型搭建的聊天机器人，同时支持 企业微信、微信 公众号、飞书、钉钉 等接入，可选择GPT3.5/GPT4.0/Claude/文心一言/讯飞星火/通义千问/Gemini/GLM-4/Claude/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
14,LLM,dify,24516,3222,TypeScript,https://github.com/langgenius/dify,langgenius,103,2024-04-25T02:51:12Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
15,LLM,Flowise,23928,12368,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,288,2024-04-24T19:11:23Z,Drag & drop UI to build your customized LLM flow
16,LLM,JARVIS,23035,1914,Python,https://github.com/microsoft/JARVIS,microsoft,73,2024-04-24T01:38:16Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
17,LLM,ChatDev,22906,2858,Shell,https://github.com/OpenBMB/ChatDev,OpenBMB,25,2024-04-20T15:48:17Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
18,LLM,mindsdb,21258,2690,Python,https://github.com/mindsdb/mindsdb,mindsdb,365,2024-04-24T20:59:23Z,The platform for customizing AI from enterprise data
19,LLM,architecture.of.internet-product,19866,4633,HTML,https://github.com/davideuler/architecture.of.internet-product,davideuler,3,2024-02-17T12:02:24Z,互联网公司技术架构，微信/淘宝/微博/腾讯/阿里/美团点评/百度/OpenAI/Google/Facebook/Amazon/eBay的架构，欢迎PR补充
20,LLM,LocalAI,19593,1468,C++,https://github.com/mudler/LocalAI,mudler,250,2024-04-25T00:19:19Z,":robot: The free, Open Source OpenAI alternative. Self-hosted, community-driven and local-first. Drop-in replacement for OpenAI running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. It allows to generate Text, Audio, Video, Images. Also with voice cloning capabilities."
21,LLM,LLaMA-Factory,19273,2305,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,61,2024-04-25T00:20:51Z,Unify Efficient Fine-Tuning of 100+ LLMs
22,LLM,chatbox,18466,1895,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,223,2024-04-18T08:15:47Z,"Chatbox is a desktop client for ChatGPT, Claude and other LLMs, available on Windows, Mac, Linux"
23,LLM,vllm,18339,2414,Python,https://github.com/vllm-project/vllm,vllm-project,697,2024-04-25T03:06:57Z,A high-throughput and memory-efficient inference and serving engine for LLMs
24,LLM,unilm,18322,2365,Python,https://github.com/microsoft/unilm,microsoft,523,2024-04-24T05:01:10Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
25,LLM,semantic-kernel,18147,2662,C#,https://github.com/microsoft/semantic-kernel,microsoft,391,2024-04-25T00:37:41Z,Integrate cutting-edge LLM technology quickly and easily into your apps
26,LLM,jan,17434,1012,TypeScript,https://github.com/janhq/jan,janhq,179,2024-04-25T02:21:32Z,"Jan is an open source alternative to ChatGPT that runs 100% offline on your computer. Multiple engine support (llama.cpp, TensorRT-LLM)"
27,LLM,Chinese-LLaMA-Alpaca,17251,1785,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,3,2024-04-24T02:28:48Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
28,LLM,llm.c,16993,1731,Cuda,https://github.com/karpathy/llm.c,karpathy,40,2024-04-24T22:41:45Z,"LLM training in simple, raw C/CUDA"
29,LLM,mlc-llm,16884,1294,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,204,2024-04-24T19:29:43Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
30,LLM,open-webui,15840,1605,Svelte,https://github.com/open-webui/open-webui,open-webui,98,2024-04-25T02:01:38Z,User-friendly WebUI for LLMs (Formerly Ollama WebUI)
31,LLM,ChatGLM2-6B,15478,1831,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,421,2024-04-11T03:31:03Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
32,LLM,ChuanhuChatGPT,14715,2230,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,104,2024-04-23T08:27:38Z,"GUI for ChatGPT API and many LLMs. Supports agents, file-based QA, GPT finetuning and query with web search. All with a neat UI."
33,LLM,SuperAGI,14456,1717,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,127,2024-04-08T04:34:05Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
34,LLM,kubesphere,14339,2076,Go,https://github.com/kubesphere/kubesphere,kubesphere,457,2024-03-19T02:41:34Z,"The container platform tailored for Kubernetes multi-cloud, datacenter, and edge management ⎈ 🖥 ☁️"
35,LLM,Awesome-LLM,14291,1099,,https://github.com/Hannibal046/Awesome-LLM,Hannibal046,0,2024-04-22T07:14:39Z,Awesome-LLM: a curated list of Large Language Model
36,LLM,LLMs-from-scratch,14045,1195,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,0,2024-04-25T01:54:17Z,"Implementing a ChatGPT-like LLM from scratch, step by step"
37,LLM,evals,13890,2499,Python,https://github.com/openai/evals,openai,84,2024-04-23T02:28:37Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
38,LLM,llamafile,13795,681,C++,https://github.com/Mozilla-Ocho/llamafile,Mozilla-Ocho,63,2024-04-25T02:30:46Z,Distribute and run LLMs with a single file.
39,LLM,peft,13788,1259,Python,https://github.com/huggingface/peft,huggingface,47,2024-04-24T10:07:23Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
40,LLM,haystack,13628,1623,Python,https://github.com/deepset-ai/haystack,deepset-ai,169,2024-04-25T01:43:12Z,":mag: LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots."
41,LLM,one-api,13524,3202,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,451,2024-04-25T03:11:22Z,"OpenAI 接口管理 & 分发系统，支持 Azure、Anthropic Claude、Google PaLM 2 & Gemini、智谱 ChatGLM、百度文心一言、讯飞星火认知、阿里通义千问、360 智脑以及腾讯混元，可用于二次分发管理 key，仅单可执行文件，已打包好 Docker 镜像，一键部署，开箱即用. OpenAI key management & redistribution system, using a single API for all LLMs, and features an English UI."
42,LLM,dalai,13047,1437,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,295,2023-11-29T19:27:33Z,The simplest way to run LLaMA on your local machine
43,LLM,FastGPT,12723,3183,TypeScript,https://github.com/labring/FastGPT,labring,135,2024-04-24T15:09:15Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
44,LLM,crawlee,12123,507,TypeScript,https://github.com/apify/crawlee,apify,103,2024-04-25T01:31:47Z,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation."
45,LLM,anything-llm,12058,1272,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,92,2024-04-25T01:30:38Z,The all-in-one Desktop & Docker AI application with full RAG and AI Agent capabilities.
46,LLM,ChatGLM3,12014,1372,Python,https://github.com/THUDM/ChatGLM3,THUDM,11,2024-04-24T03:26:26Z,ChatGLM3 series: Open Bilingual Chat LLMs | 开源双语对话语言模型
47,LLM,botpress,11950,1644,TypeScript,https://github.com/botpress/botpress,botpress,7,2024-04-24T21:16:28Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
48,LLM,RWKV-LM,11620,800,Python,https://github.com/BlinkDL/RWKV-LM,BlinkDL,59,2024-04-23T18:54:13Z,"RWKV is an RNN with transformer-level LLM performance. It can be directly trained like a GPT (parallelizable). So it's combining the best of RNN and transformer - great performance, fast inference, saves VRAM, fast training, ""infinite"" ctx_len, and free sentence embedding."
49,LLM,PaddleNLP,11412,2805,Python,https://github.com/PaddlePaddle/PaddleNLP,PaddlePaddle,593,2024-04-25T03:10:17Z,"👑 Easy-to-use and powerful NLP and LLM library with 🤗 Awesome model zoo, supporting wide-range of NLP tasks from research to industrial applications, including 🗂Text Classification,  🔍 Neural Search, ❓ Question Answering, ℹ️ Information Extraction, 📄 Document Intelligence, 💌 Sentiment Analysis etc."
50,LLM,DB-GPT,10977,1367,Python,https://github.com/eosphoros-ai/DB-GPT,eosphoros-ai,138,2024-04-25T01:12:45Z,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents
51,LLM,pandas-ai,10960,987,Python,https://github.com/Sinaptik-AI/pandas-ai,Sinaptik-AI,221,2024-04-24T21:09:06Z,"Chat with your database (SQL, CSV, pandas, polars, mongodb, noSQL, etc). PandasAI makes data analysis conversational using LLMs (GPT 3.5 / 4, Anthropic, VertexAI) and RAG."
52,LLM,Qwen,10896,879,Python,https://github.com/QwenLM/Qwen,QwenLM,95,2024-04-24T10:14:37Z,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.
53,LLM,ludwig,10801,1162,Python,https://github.com/ludwig-ai/ludwig,ludwig-ai,298,2024-04-22T22:30:38Z,"Low-code framework for building custom LLMs, neural networks, and other AI models"
54,LLM,continue,10783,659,TypeScript,https://github.com/continuedev/continue,continuedev,195,2024-04-25T00:18:29Z,⏩ Open-source VS Code and JetBrains extensions that enable you to easily create your own modular AI software development system
55,LLM,h2ogpt,10401,1158,Python,https://github.com/h2oai/h2ogpt,h2oai,229,2024-04-25T02:22:39Z,"Private chat with local GPT with document, images, video, etc. 100% private, Apache 2.0. Supports oLLaMa, Mixtral, llama.cpp, and more. Demo: https://gpt.h2o.ai/ https://codellama.h2o.ai/"
56,LLM,Llama-Chinese,10323,935,Python,https://github.com/LlamaFamily/Llama-Chinese,LlamaFamily,162,2024-04-24T03:25:02Z,Llama中文社区，Llama3在线体验和微调模型已开放，实时汇总最新Llama3学习资料，已将所有代码更新适配Llama3，构建最好的中文Llama大模型，完全开源可商用
57,LLM,llama-gpt,10298,654,TypeScript,https://github.com/getumbrel/llama-gpt,getumbrel,79,2024-04-23T18:56:06Z,"A self-hosted, offline, ChatGPT-like chatbot. Powered by Llama 2. 100% private, with no data leaving your device. New: Code Llama support!"
58,LLM,open-llms,10148,606,,https://github.com/eugeneyan/open-llms,eugeneyan,0,2024-03-21T03:33:18Z,📋 A list of open LLMs available for commercial use.
59,LLM,gorilla,10005,759,Python,https://github.com/ShishirPatil/gorilla,ShishirPatil,52,2024-04-25T01:30:34Z,Gorilla: An API store for LLMs
60,LLM,MoneyPrinterTurbo,9999,1549,Python,https://github.com/harry0703/MoneyPrinterTurbo,harry0703,17,2024-04-25T02:50:53Z,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.
61,LLM,ml-engineering,9735,581,Python,https://github.com/stas00/ml-engineering,stas00,0,2024-04-21T02:07:31Z,Machine Learning Engineering Open Book
62,LLM,Awesome-Chinese-LLM,9626,851,,https://github.com/HqWu-HITCS/Awesome-Chinese-LLM,HqWu-HITCS,1,2024-04-10T01:45:39Z,整理开源的中文大语言模型，以规模较小、可私有化部署、训练成本较低的模型为主，包括底座模型，垂直领域微调及应用，数据集与教程等。
63,LLM,qlora,9395,767,Jupyter Notebook,https://github.com/artidoro/qlora,artidoro,183,2023-10-03T12:37:11Z,QLoRA: Efficient Finetuning of Quantized LLMs
64,LLM,llm-cookbook,9341,1112,Jupyter Notebook,https://github.com/datawhalechina/llm-cookbook,datawhalechina,6,2024-04-14T22:29:33Z,面向开发者的 LLM 入门教程，吴恩达大模型系列课程中文版
65,LLM,web-llm,9075,552,TypeScript,https://github.com/mlc-ai/web-llm,mlc-ai,85,2024-04-24T22:45:23Z,Bringing large-language models and chat to web browsers. Everything runs inside the browser with no server support.
66,LLM,llama-recipes,9016,1268,Jupyter Notebook,https://github.com/meta-llama/llama-recipes,meta-llama,130,2024-04-25T00:58:35Z,"Scripts for fine-tuning Meta Llama3 with composable FSDP & PEFT methods to cover single/multi-node GPUs. Supports default & custom datasets for applications such as summarization and Q&A. Supporting a number of candid inference solutions such as HF TGI, VLLM for local or cloud deployment. Demo apps to showcase Meta Llama3 for WhatsApp & Messenger."
67,LLM,WizardLM,8874,678,Python,https://github.com/nlpxucan/WizardLM,nlpxucan,156,2024-04-16T00:10:45Z,"LLMs build upon Evol Insturct: WizardLM, WizardCoder, WizardMath"
68,LLM,plandex,8794,668,Go,https://github.com/plandex-ai/plandex,plandex-ai,20,2024-04-16T16:42:17Z,"An AI coding engine for building complex, real-world software with LLMs"
69,LLM,LLMSurvey,8758,670,Python,https://github.com/RUCAIBox/LLMSurvey,RUCAIBox,17,2024-01-10T01:24:56Z,"The official GitHub page for the survey paper ""A Survey of Large Language Models""."
70,LLM,OpenLLM,8753,553,Python,https://github.com/bentoml/OpenLLM,bentoml,84,2024-04-24T20:23:25Z,"Run any open-source LLMs, such as Llama 2, Mistral, as OpenAI compatible API endpoint, locally and in the cloud."
71,LLM,mistral-src,8666,749,Jupyter Notebook,https://github.com/mistralai/mistral-src,mistralai,89,2024-03-18T07:45:12Z,Reference implementation of Mistral AI 7B v0.1 model.
72,LLM,petals,8662,459,Python,https://github.com/bigscience-workshop/petals,bigscience-workshop,73,2024-04-16T17:25:30Z,"🌸 Run LLMs at home, BitTorrent-style. Fine-tuning and inference up to 10x faster than offloading"
73,LLM,MemGPT,8624,955,Python,https://github.com/cpacker/MemGPT,cpacker,186,2024-04-24T23:58:19Z,Building persistent LLM agents with long-term memory 📚🦙
74,LLM,Self-Hosting-Guide,8608,444,Dockerfile,https://github.com/mikeroyal/Self-Hosting-Guide,mikeroyal,4,2024-02-18T18:45:21Z,"Self-Hosting Guide. Learn all about  locally hosting (on premises & private web servers) and managing software applications by yourself or your organization. Including Cloud, LLMs, WireGuard, Automation, Home Assistant, and Networking."
75,LLM,LLMsPracticalGuide,8514,643,,https://github.com/Mooler0410/LLMsPracticalGuide,Mooler0410,9,2024-04-22T20:34:50Z,"A curated list of practical guide resources of LLMs (LLMs Tree, Examples, Papers)"
76,LLM,embedchain,8450,1051,Python,https://github.com/embedchain/embedchain,embedchain,148,2024-04-22T19:58:27Z,Personalizing LLM Responses
77,LLM,nebuly,8366,650,Python,https://github.com/nebuly-ai/nebuly,nebuly-ai,98,2023-10-28T10:19:07Z,The user analytics platform for LLMs
78,LLM,shell_gpt,8271,649,Python,https://github.com/TheR1D/shell_gpt,TheR1D,38,2024-04-24T08:35:09Z,"A command-line productivity tool powered by AI large language models like GPT-4, will help you accomplish your tasks faster and more efficiently."
79,LLM,litellm,8217,888,Python,https://github.com/BerriAI/litellm,BerriAI,503,2024-04-25T03:19:44Z,"Call all LLM APIs using the OpenAI format. Use Bedrock, Azure, OpenAI, Cohere, Anthropic, Ollama, Sagemaker, HuggingFace, Replicate (100+ LLMs)"
80,LLM,promptflow,8132,672,Python,https://github.com/microsoft/promptflow,microsoft,74,2024-04-25T03:19:42Z,"Build high-quality LLM apps - from prototyping, testing to production deployment and monitoring."
81,LLM,minbpe,7925,692,Python,https://github.com/karpathy/minbpe,karpathy,20,2024-04-23T09:51:11Z,"Minimal, clean code for the Byte Pair Encoding (BPE) algorithm commonly used in LLM tokenization."
82,LLM,TypeChat,7829,369,TypeScript,https://github.com/microsoft/TypeChat,microsoft,54,2024-04-22T23:40:14Z,TypeChat is a library that makes it easy to build natural language interfaces using types.
83,LLM,ai,7706,999,TypeScript,https://github.com/vercel/ai,vercel,155,2024-04-24T18:44:40Z,"Build AI-powered applications with React, Svelte, Vue, and Solid"
84,LLM,deeplake,7703,590,Python,https://github.com/activeloopai/deeplake,activeloopai,53,2024-04-24T20:40:56Z,"Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, & visualize any AI data. Stream data in real-time to PyTorch/TensorFlow. https://activeloop.ai"
85,LLM,XAgent,7482,755,Python,https://github.com/OpenBMB/XAgent,OpenBMB,38,2024-04-06T15:38:48Z,An Autonomous LLM Agent for Complex Task Solving
86,LLM,FreeAskInternet,7398,780,Python,https://github.com/nashsu/FreeAskInternet,nashsu,43,2024-04-18T06:46:33Z,"FreeAskInternet is a completely free, PRIVATE and LOCALLY running search aggregator & answer generate using MULTI LLMs, without GPU needed. The user can ask a question and the system will  make a multi engine search and combine the search result to LLM and generate the answer based on search results. It's all FREE to use. "
87,LLM,activepieces,7164,782,TypeScript,https://github.com/activepieces/activepieces,activepieces,119,2024-04-25T00:58:41Z,Your friendliest open source all-in-one automation tool ✨ Workflow automation tool 100+ integration / Enterprise automation tool / Zapier Alternative
88,LLM,unsloth,7073,423,Python,https://github.com/unslothai/unsloth,unslothai,148,2024-04-24T15:10:04Z,"Finetune Llama 3, Mistral & Gemma LLMs 2-5x faster with 80% less memory"
89,LLM,burn,7027,315,Rust,https://github.com/tracel-ai/burn,tracel-ai,171,2024-04-25T00:40:19Z,"Burn is a new comprehensive dynamic Deep Learning Framework built using Rust with extreme flexibility, compute efficiency and portability as its primary goals."
90,LLM,txtai,6981,493,Python,https://github.com/neuml/txtai,neuml,15,2024-04-24T15:29:31Z,"💡 All-in-one open-source embeddings database for semantic search, LLM orchestration and language model workflows"
91,LLM,PowerInfer,6948,365,C++,https://github.com/SJTU-IPADS/PowerInfer,SJTU-IPADS,70,2024-04-12T01:57:49Z,High-speed Large Language Model Serving on PCs with Consumer-grade GPUs
92,LLM,search_with_lepton,6943,850,TypeScript,https://github.com/leptonai/search_with_lepton,leptonai,27,2024-03-19T14:15:18Z,Building a quick conversation-based search demo with Lepton AI.
93,LLM,Chinese-LLaMA-Alpaca-2,6825,553,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca-2,ymcui,5,2024-04-24T05:05:05Z,中文LLaMA-2 & Alpaca-2大模型二期项目 + 64K超长上下文模型 (Chinese LLaMA-2 & Alpaca-2 LLMs with 64K long context models)
94,LLM,awesome-langchain,6675,455,,https://github.com/kyrolabs/awesome-langchain,kyrolabs,0,2024-04-24T11:35:19Z,😎 Awesome list of tools and projects with the awesome LangChain framework
95,LLM,litgpt,6608,698,Python,https://github.com/Lightning-AI/litgpt,Lightning-AI,147,2024-04-25T01:37:51Z,"Pretrain, finetune, deploy 20+ LLMs on your own data. Uses state-of-the-art techniques: flash attention, FSDP, 4-bit, LoRA, and more."
