rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,132575,10932,Go,https://github.com/ollama/ollama,ollama,1426,2025-03-13T03:35:59Z,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, and other large language models."
2,LLM,awesome-chatgpt-prompts,121451,16322,HTML,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-03-12T11:28:46Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
3,LLM,open-webui,82792,9987,JavaScript,https://github.com/open-webui/open-webui,open-webui,171,2025-03-11T20:49:15Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
4,LLM,dify,81475,11946,TypeScript,https://github.com/langgenius/dify,langgenius,530,2025-03-13T02:21:28Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
5,LLM,llama.cpp,76397,11055,C++,https://github.com/ggml-org/llama.cpp,ggml-org,356,2025-03-12T19:58:57Z,LLM inference in C/C++
6,LLM,gpt4all,72769,7945,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,661,2025-02-25T00:51:59Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
7,LLM,gpt_academic,67875,8320,Python,https://github.com/binary-husky/gpt_academic,binary-husky,248,2025-03-10T15:44:57Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
8,LLM,MetaGPT,51996,6149,Python,https://github.com/geekan/MetaGPT,geekan,51,2025-03-11T16:48:33Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
9,LLM,OpenHands,50294,5508,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,248,2025-03-13T02:28:15Z,"🙌 OpenHands: Code Less, Make More"
10,LLM,llm-course,47936,5111,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,48,2025-01-22T22:32:51Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
11,LLM,ragflow,44309,3977,TypeScript,https://github.com/infiniflow/ragflow,infiniflow,1399,2025-03-13T02:53:07Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
12,LLM,LLaMA-Factory,43929,5374,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,349,2025-03-12T19:31:12Z,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
13,LLM,browser-use,42647,4336,Python,https://github.com/browser-use/browser-use,browser-use,306,2025-03-11T06:13:25Z,Make websites accessible for AI agents
14,LLM,LLMs-from-scratch,41845,5695,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,1,2025-03-12T22:43:25Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
15,LLM,vllm,41272,6223,Python,https://github.com/vllm-project/vllm,vllm-project,1426,2025-03-13T03:15:20Z,A high-throughput and memory-efficient inference and serving engine for LLMs
16,LLM,anything-llm,40852,3921,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,230,2025-03-13T01:01:47Z,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, and more."
17,LLM,llama_index,39898,5689,Python,https://github.com/run-llama/llama_index,run-llama,693,2025-03-12T18:20:15Z,LlamaIndex is the leading framework for building LLM-powered agents over your data.
18,LLM,quivr,37520,3634,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,27,2025-03-12T09:33:14Z,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
