rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,68884,10032,Python,https://github.com/langchain-ai/langchain,langchain-ai,1672,2023-11-22T03:18:17Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt4all,54981,6017,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,268,2023-11-21T21:58:29Z,gpt4all: open-source LLM chatbots that you can run anywhere
3,LLM,gpt_academic,47124,6093,Python,https://github.com/binary-husky/gpt_academic,binary-husky,254,2023-11-21T18:26:12Z,"为ChatGPT/GLM提供实用化交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm2等本地模型。兼容文心一言, moss, llama2, rwkv, claude2, 通义千问, 书生, 讯飞星火等。"
4,LLM,MetaGPT,30822,3591,Python,https://github.com/geekan/MetaGPT,geekan,152,2023-11-21T11:38:22Z,"🌟 The Multi-Agent Framework: Given one line Requirement, return PRD, Design, Tasks, Repo"
5,LLM,quivr,24379,2649,TypeScript,https://github.com/StanGirard/quivr,StanGirard,109,2023-11-21T16:38:15Z," 🧠 Your supercharged Second Brain 🧠 Your personal productivity assistant to chat with your dumped files (PDF, CSV)  & apps using GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, LLMs that you can share with users !  Alternative to OpenAI GPTs "
6,LLM,milvus,24161,2610,Go,https://github.com/milvus-io/milvus,milvus-io,474,2023-11-22T03:17:54Z,"A cloud-native vector database, storage for next generation AI applications"
7,LLM,llama_index,23978,2926,Python,https://github.com/run-llama/llama_index,run-llama,207,2023-11-22T01:48:29Z,LlamaIndex (formerly GPT Index) is a data framework for your LLM applications
8,LLM,JARVIS,22109,1902,Python,https://github.com/microsoft/JARVIS,microsoft,69,2023-10-24T17:41:40Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
9,LLM,Mr.-Ranedeer-AI-Tutor,19718,1977,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,9,2023-11-18T21:18:14Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
10,LLM,mindsdb,19038,2542,Python,https://github.com/mindsdb/mindsdb,mindsdb,507,2023-11-22T01:58:34Z,MindsDB connects AI models to real time data
11,LLM,Langchain-Chatchat,18598,3152,Python,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,52,2023-11-21T16:05:31Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM 等语言模型的本地知识库问答 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM) QA app with langchain "
12,LLM,ollama,18275,972,Go,https://github.com/jmorganca/ollama,jmorganca,188,2023-11-22T01:11:04Z,Get up and running with Llama 2 and other large language models locally
13,LLM,Flowise,17895,8581,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,236,2023-11-22T03:08:43Z,Drag & drop UI to build your customized LLM flow
14,LLM,ChatDev,17406,2036,Python,https://github.com/OpenBMB/ChatDev,OpenBMB,20,2023-11-22T00:28:00Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
15,LLM,unilm,16317,2194,Python,https://github.com/microsoft/unilm,microsoft,441,2023-11-13T03:28:30Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
16,LLM,chatbox,15469,1631,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,201,2023-11-14T03:53:14Z,"Chatbox is a desktop app for multiple cutting-edge LLM models, available on Windows, Mac, Linux"
17,LLM,Chinese-LLaMA-Alpaca,15369,1599,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,4,2023-11-09T07:56:13Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
18,LLM,semantic-kernel,14614,2141,C#,https://github.com/microsoft/semantic-kernel,microsoft,412,2023-11-22T01:34:24Z,Integrate cutting-edge LLM technology quickly and easily into your apps
19,LLM,ChatGLM2-6B,14298,2245,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,385,2023-10-27T06:25:46Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
20,LLM,mlc-llm,13989,1028,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,97,2023-11-22T03:15:29Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
21,LLM,LocalAI,13456,1180,C++,https://github.com/mudler/LocalAI,mudler,171,2023-11-21T20:05:47Z,":robot: The free, Open Source OpenAI alternative. Self-hosted, community-driven and local-first. Drop-in replacement for OpenAI running on consumer-grade hardware. No GPU required. Runs ggml, gguf, GPTQ, onnx, TF compatible models: llama, llama2, rwkv, whisper, vicuna, koala, cerebras, falcon, dolly, starcoder, and many others"
22,LLM,ChuanhuChatGPT,13360,2089,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,70,2023-11-21T17:49:26Z,"GUI for ChatGPT API and many LLMs. Supports agents, file-based QA, GPT finetuning and query with web search. All with a neat UI."
23,LLM,SuperAGI,13024,1571,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,108,2023-11-16T00:25:58Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
