rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,awesome-chatgpt-prompts,118659,16025,HTML,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-01-14T08:29:16Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
2,LLM,ollama,109893,8766,Go,https://github.com/ollama/ollama,ollama,1162,2025-01-25T00:51:26Z,"Get up and running with Llama 3.3, Phi 4, Gemma 2, and other large language models."
3,LLM,gpt4all,71876,7810,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,669,2025-01-24T19:15:24Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
4,LLM,llama.cpp,71301,10314,C++,https://github.com/ggerganov/llama.cpp,ggerganov,275,2025-01-25T00:20:03Z,LLM inference in C/C++
5,LLM,gpt_academic,67095,8237,Python,https://github.com/binary-husky/gpt_academic,binary-husky,400,2025-01-21T17:50:40Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
6,LLM,dify,59941,8930,TypeScript,https://github.com/langgenius/dify,langgenius,314,2025-01-24T14:34:11Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
7,LLM,open-webui,59249,7260,JavaScript,https://github.com/open-webui/open-webui,open-webui,151,2025-01-24T16:41:02Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
8,LLM,MetaGPT,45738,5459,Python,https://github.com/geekan/MetaGPT,geekan,54,2024-12-18T02:20:32Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
9,LLM,OpenHands,44455,4911,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,269,2025-01-24T23:39:57Z,"🙌 OpenHands: Code Less, Make More"
10,LLM,llm-course,44151,4715,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,44,2025-01-22T22:32:51Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
